r_1,q_1,x_1,r_2,q_2,x_2,T,gamma_1,gamma_2
9.9262,8.296,0.24,12.6238,10.456,0.76,578.01,-0.01215963,-0.001062564
9.9262,8.296,0.25,12.6238,10.456,0.75,577.301,-0.011866125,-0.001154666
9.9262,8.296,0.26,12.6238,10.456,0.74,576.6,-0.011575741,-0.001251783
9.9262,8.296,0.27,12.6238,10.456,0.73,575.905,-0.011289487,-0.001352915
9.9262,8.296,0.28,12.6238,10.456,0.72,575.218,-0.011005337,-0.001458062
9.9262,8.296,0.29,12.6238,10.456,0.71,574.538,-0.0107243,-0.001567227
9.9262,8.296,0.3,12.6238,10.456,0.7,573.864,-0.010446374,-0.001681413
9.9262,8.296,0.31,12.6238,10.456,0.69,573.197,-0.010171555,-0.001798617
9.9262,8.296,0.32,12.6238,10.456,0.68,572.537,-0.009900852,-0.001920844
9.9262,8.296,0.33,12.6238,10.456,0.67,571.883,-0.009632241,-0.002047094
9.9262,8.296,0.34,12.6238,10.456,0.66,571.236,-0.009366731,-0.002178371
9.9262,8.296,0.35,12.6238,10.456,0.65,570.596,-0.009104319,-0.002312672
9.9262,8.296,0.36,12.6238,10.456,0.64,569.962,-0.008846011,-0.002452004
9.9262,8.296,0.37,12.6238,10.456,0.63,569.334,-0.008589787,-0.002596368
9.9262,8.296,0.38,12.6238,10.456,0.62,568.713,-0.008337662,-0.002744763
9.9262,8.296,0.39,12.6238,10.456,0.61,568.098,-0.008088625,-0.002897193
9.9262,8.296,0.4,12.6238,10.456,0.6,567.489,-0.007842674,-0.003054661
9.9262,8.296,0.41,12.6238,10.456,0.59,566.886,-0.007599806,-0.003216166
9.9262,8.296,0.42,12.6238,10.456,0.58,566.289,-0.007361026,-0.003381712
9.9262,8.296,0.43,12.6238,10.456,0.57,565.697,-0.007124318,-0.003553306
9.9262,8.296,0.44,12.6238,10.456,0.56,565.112,-0.006891693,-0.00372794
9.9262,8.296,0.45,12.6238,10.456,0.55,564.533,-0.00666315,-0.003908629
9.9262,8.296,0.46,12.6238,10.456,0.54,563.959,-0.006436671,-0.004093366
9.9262,8.296,0.47,12.6238,10.456,0.53,563.391,-0.006214269,-0.00428316
9.9262,8.296,0.48,12.6238,10.456,0.52,562.828,-0.00599594,-0.004477007
9.9262,8.296,0.49,12.6238,10.456,0.51,562.271,-0.005780676,-0.004675915
9.9262,8.296,0.5,12.6238,10.456,0.5,561.719,-0.005568475,-0.004879887
9.9262,8.296,0.51,12.6238,10.456,0.49,561.173,-0.005360341,-0.005087922
9.9262,8.296,0.52,12.6238,10.456,0.48,560.632,-0.005155266,-0.005302031
9.9262,8.296,0.53,12.6238,10.456,0.47,560.096,-0.004953247,-0.005520208
9.9262,8.296,0.54,12.6238,10.456,0.46,559.565,-0.004756293,-0.005743462
9.9262,8.296,0.55,12.6238,10.456,0.45,559.04,-0.004561387,-0.005971796
9.9262,8.296,0.56,12.6238,10.456,0.44,558.519,-0.004371541,-0.006205213
9.9262,8.296,0.57,12.6238,10.456,0.43,558.004,-0.004184744,-0.006443716
9.9262,8.296,0.58,12.6238,10.456,0.42,557.493,-0.004000993,-0.006686304
9.9262,8.296,0.59,12.6238,10.456,0.41,556.987,-0.003821292,-0.006934992
9.9262,8.296,0.6,12.6238,10.456,0.4,556.487,-0.003645637,-0.007188777
9.9262,8.296,0.61,12.6238,10.456,0.39,555.99,-0.003474027,-0.007447665
9.9262,8.296,0.62,12.6238,10.456,0.38,555.499,-0.003305457,-0.007711659
9.9262,8.296,0.63,12.6238,10.456,0.37,555.012,-0.003140928,-0.007980762
9.9262,8.296,0.64,12.6238,10.456,0.36,554.529,-0.002980437,-0.008255987
9.9262,8.296,0.65,12.6238,10.456,0.35,554.052,-0.002823984,-0.008535322
9.9262,8.296,0.66,12.6238,10.456,0.34,553.578,-0.002671565,-0.008820789
9.9262,8.296,0.67,12.6238,10.456,0.33,553.109,-0.002522178,-0.009111383
9.9262,8.296,0.68,12.6238,10.456,0.32,552.644,-0.002376822,-0.009408118
9.9262,8.296,0.69,12.6238,10.456,0.31,552.184,-0.002236499,-0.00970898
9.9262,8.296,0.7,12.6238,10.456,0.3,551.728,-0.002099202,-0.010015993
9.9262,8.296,0.71,12.6238,10.456,0.29,551.276,-0.001965931,-0.010329163
9.9262,8.296,0.72,12.6238,10.456,0.28,550.828,-0.001837688,-0.010647484
9.9262,8.296,0.73,12.6238,10.456,0.27,550.384,-0.001712465,-0.010970962
9.9262,8.296,0.74,12.6238,10.456,0.26,549.944,-0.001592267,-0.011300612
9.9262,8.296,0.75,12.6238,10.456,0.25,549.508,-0.001475087,-0.011636442
9.9262,8.296,0.76,12.6238,10.456,0.24,549.077,-0.001362928,-0.011977444
9.9262,8.296,0.77,12.6238,10.456,0.23,548.649,-0.001254787,-0.012323625
9.9262,8.296,0.78,12.6238,10.456,0.22,548.224,-0.001150662,-0.012677015
9.9262,8.296,0.79,12.6238,10.456,0.21,547.804,-0.001050552,-0.013035595
9.9262,8.296,0.8,12.6238,10.456,0.2,547.387,-0.000955456,-0.013399372
9.9262,8.296,0.81,12.6238,10.456,0.19,546.974,-0.000864373,-0.013770378
9.9262,8.296,0.82,12.6238,10.456,0.18,546.565,-0.000777302,-0.014146593
9.9262,8.296,0.83,12.6238,10.456,0.17,546.159,-0.000695242,-0.014529037
9.9262,8.296,0.84,12.6238,10.456,0.16,545.757,-0.00061719,-0.014917718
9.9262,8.296,0.85,12.6238,10.456,0.15,545.358,-0.000544148,-0.015312642
9.9262,8.296,0.86,12.6238,10.456,0.14,544.963,-0.000475113,-0.015713818
9.9262,8.296,0.87,12.6238,10.456,0.13,544.571,-0.000411084,-0.016120236
9.9262,8.296,0.88,12.6238,10.456,0.12,544.183,-0.000351062,-0.016533935
9.9262,8.296,0.89,12.6238,10.456,0.11,543.798,-0.000295044,-0.016953909
9.9262,8.296,0.9,12.6238,10.456,0.1,543.416,-0.00024503,-0.017380164
9.9262,8.296,0.91,12.6238,10.456,0.09,543.038,-0.00019902,-0.017812708
9.9262,8.296,0.92,12.6238,10.456,0.08,542.663,-0.000157012,-0.018251551
9.9262,8.296,0.93,12.6238,10.456,0.07,542.291,-0.000121007,-0.018696699
9.9262,8.296,0.94,12.6238,10.456,0.06,541.922,-8.9004e-05,-0.019149181
9.9262,8.296,0.95,12.6238,10.456,0.05,541.556,-6.2002e-05,-0.019607986
9.9262,8.296,0.96,12.6238,10.456,0.04,541.194,-4.0001e-05,-0.020073124
9.9262,8.296,0.97,12.6238,10.456,0.03,540.834,-2.2e-05,-0.020544602
9.9262,8.296,0.98,12.6238,10.456,0.02,540.478,-1e-05,-0.021023452
9.9262,8.296,0.99,12.6238,10.456,0.01,540.124,-2e-06,-0.021508662
9.9262,8.296,1.0,12.6238,10.456,0.0,539.774,0.0,-0.022001263
12.6238,10.456,0.0,9.9262,8.296,1.0,539.774,-0.022001263,0.0
12.6238,10.456,0.01,9.9262,8.296,0.99,540.124,-0.021508662,-2e-06
12.6238,10.456,0.02,9.9262,8.296,0.98,540.478,-0.021023452,-1e-05
12.6238,10.456,0.03,9.9262,8.296,0.97,540.834,-0.020544602,-2.2e-05
12.6238,10.456,0.04,9.9262,8.296,0.96,541.194,-0.020073124,-4.0001e-05
12.6238,10.456,0.05,9.9262,8.296,0.95,541.556,-0.019607986,-6.2002e-05
12.6238,10.456,0.06,9.9262,8.296,0.94,541.922,-0.019149181,-8.9004e-05
12.6238,10.456,0.07,9.9262,8.296,0.93,542.291,-0.018696699,-0.000121007
12.6238,10.456,0.08,9.9262,8.296,0.92,542.663,-0.018251551,-0.000157012
12.6238,10.456,0.09,9.9262,8.296,0.91,543.038,-0.017812708,-0.00019902
12.6238,10.456,0.1,9.9262,8.296,0.9,543.416,-0.017380164,-0.00024503
12.6238,10.456,0.11,9.9262,8.296,0.89,543.798,-0.016953909,-0.000295044
12.6238,10.456,0.12,9.9262,8.296,0.88,544.183,-0.016533935,-0.000351062
12.6238,10.456,0.13,9.9262,8.296,0.87,544.571,-0.016120236,-0.000411084
12.6238,10.456,0.14,9.9262,8.296,0.86,544.963,-0.015713818,-0.000475113
12.6238,10.456,0.15,9.9262,8.296,0.85,545.358,-0.015312642,-0.000544148
12.6238,10.456,0.16,9.9262,8.296,0.84,545.757,-0.014917718,-0.00061719
12.6238,10.456,0.17,9.9262,8.296,0.83,546.159,-0.014529037,-0.000695242
12.6238,10.456,0.18,9.9262,8.296,0.82,546.565,-0.014146593,-0.000777302
12.6238,10.456,0.19,9.9262,8.296,0.81,546.974,-0.013770378,-0.000864373
12.6238,10.456,0.2,9.9262,8.296,0.8,547.387,-0.013399372,-0.000955456
12.6238,10.456,0.21,9.9262,8.296,0.79,547.804,-0.013035595,-0.001050552
12.6238,10.456,0.22,9.9262,8.296,0.78,548.224,-0.012677015,-0.001150662
12.6238,10.456,0.23,9.9262,8.296,0.77,548.649,-0.012323625,-0.001254787
12.6238,10.456,0.24,9.9262,8.296,0.76,549.077,-0.011977444,-0.001362928
12.6238,10.456,0.25,9.9262,8.296,0.75,549.508,-0.011636442,-0.001475087
12.6238,10.456,0.26,9.9262,8.296,0.74,549.944,-0.011300612,-0.001592267
12.6238,10.456,0.27,9.9262,8.296,0.73,550.384,-0.010970962,-0.001712465
12.6238,10.456,0.28,9.9262,8.296,0.72,550.828,-0.010647484,-0.001837688
12.6238,10.456,0.29,9.9262,8.296,0.71,551.276,-0.010329163,-0.001965931
12.6238,10.456,0.3,9.9262,8.296,0.7,551.728,-0.010015993,-0.002099202
12.6238,10.456,0.31,9.9262,8.296,0.69,552.184,-0.00970898,-0.002236499
12.6238,10.456,0.32,9.9262,8.296,0.68,552.644,-0.009408118,-0.002376822
12.6238,10.456,0.33,9.9262,8.296,0.67,553.109,-0.009111383,-0.002522178
12.6238,10.456,0.34,9.9262,8.296,0.66,553.578,-0.008820789,-0.002671565
12.6238,10.456,0.35,9.9262,8.296,0.65,554.052,-0.008535322,-0.002823984
12.6238,10.456,0.36,9.9262,8.296,0.64,554.529,-0.008255987,-0.002980437
12.6238,10.456,0.37,9.9262,8.296,0.63,555.012,-0.007980762,-0.003140928
12.6238,10.456,0.38,9.9262,8.296,0.62,555.499,-0.007711659,-0.003305457
12.6238,10.456,0.39,9.9262,8.296,0.61,555.99,-0.007447665,-0.003474027
12.6238,10.456,0.4,9.9262,8.296,0.6,556.487,-0.007188777,-0.003645637
12.6238,10.456,0.41,9.9262,8.296,0.59,556.987,-0.006934992,-0.003821292
12.6238,10.456,0.42,9.9262,8.296,0.58,557.493,-0.006686304,-0.004000993
12.6238,10.456,0.43,9.9262,8.296,0.57,558.004,-0.006443716,-0.004184744
12.6238,10.456,0.44,9.9262,8.296,0.56,558.519,-0.006205213,-0.004371541
12.6238,10.456,0.45,9.9262,8.296,0.55,559.04,-0.005971796,-0.004561387
12.6238,10.456,0.46,9.9262,8.296,0.54,559.565,-0.005743462,-0.004756293
12.6238,10.456,0.47,9.9262,8.296,0.53,560.096,-0.005520208,-0.004953247
12.6238,10.456,0.48,9.9262,8.296,0.52,560.632,-0.005302031,-0.005155266
12.6238,10.456,0.49,9.9262,8.296,0.51,561.173,-0.005087922,-0.005360341
12.6238,10.456,0.5,9.9262,8.296,0.5,561.719,-0.004879887,-0.005568475
12.6238,10.456,0.51,9.9262,8.296,0.49,562.271,-0.004675915,-0.005780676
12.6238,10.456,0.52,9.9262,8.296,0.48,562.828,-0.004477007,-0.00599594
12.6238,10.456,0.53,9.9262,8.296,0.47,563.391,-0.00428316,-0.006214269
12.6238,10.456,0.54,9.9262,8.296,0.46,563.959,-0.004093366,-0.006436671
12.6238,10.456,0.55,9.9262,8.296,0.45,564.533,-0.003908629,-0.00666315
12.6238,10.456,0.56,9.9262,8.296,0.44,565.112,-0.00372794,-0.006891693
12.6238,10.456,0.57,9.9262,8.296,0.43,565.697,-0.003553306,-0.007124318
12.6238,10.456,0.58,9.9262,8.296,0.42,566.289,-0.003381712,-0.007361026
12.6238,10.456,0.59,9.9262,8.296,0.41,566.886,-0.003216166,-0.007599806
12.6238,10.456,0.6,9.9262,8.296,0.4,567.489,-0.003054661,-0.007842674
12.6238,10.456,0.61,9.9262,8.296,0.39,568.098,-0.002897193,-0.008088625
12.6238,10.456,0.62,9.9262,8.296,0.38,568.713,-0.002744763,-0.008337662
12.6238,10.456,0.63,9.9262,8.296,0.37,569.334,-0.002596368,-0.008589787
12.6238,10.456,0.64,9.9262,8.296,0.36,569.962,-0.002452004,-0.008846011
12.6238,10.456,0.65,9.9262,8.296,0.35,570.596,-0.002312672,-0.009104319
12.6238,10.456,0.66,9.9262,8.296,0.34,571.236,-0.002178371,-0.009366731
12.6238,10.456,0.67,9.9262,8.296,0.33,571.883,-0.002047094,-0.009632241
12.6238,10.456,0.68,9.9262,8.296,0.32,572.537,-0.001920844,-0.009900852
12.6238,10.456,0.69,9.9262,8.296,0.31,573.197,-0.001798617,-0.010171555
12.6238,10.456,0.7,9.9262,8.296,0.3,573.864,-0.001681413,-0.010446374
12.6238,10.456,0.71,9.9262,8.296,0.29,574.538,-0.001567227,-0.0107243
12.6238,10.456,0.72,9.9262,8.296,0.28,575.218,-0.001458062,-0.011005337
12.6238,10.456,0.73,9.9262,8.296,0.27,575.905,-0.001352915,-0.011289487
12.6238,10.456,0.74,9.9262,8.296,0.26,576.6,-0.001251783,-0.011575741
12.6238,10.456,0.75,9.9262,8.296,0.25,577.301,-0.001154666,-0.011866125
12.6238,10.456,0.76,9.9262,8.296,0.24,578.01,-0.001062564,-0.01215963
12.6238,10.456,0.77,9.9262,8.296,0.23,578.726,-0.000973474,-0.012455246
12.6238,10.456,0.78,9.9262,8.296,0.22,579.449,-0.000888395,-0.012753987
12.6238,10.456,0.79,9.9262,8.296,0.21,580.179,-0.000808327,-0.013055858
12.6238,10.456,0.8,9.9262,8.296,0.2,580.917,-0.000731267,-0.01336086
12.6238,10.456,0.81,9.9262,8.296,0.19,581.663,-0.000659217,-0.013668997
12.6238,10.456,0.82,9.9262,8.296,0.18,582.415,-0.000590174,-0.013979256
12.6238,10.456,0.83,9.9262,8.296,0.17,583.176,-0.000525138,-0.01429367
12.6238,10.456,0.84,9.9262,8.296,0.16,583.944,-0.000464108,-0.014610211
12.6238,10.456,0.85,9.9262,8.296,0.15,584.72,-0.000407083,-0.014928883
12.6238,10.456,0.86,9.9262,8.296,0.14,585.504,-0.000354063,-0.015251718
12.6238,10.456,0.87,9.9262,8.296,0.13,586.296,-0.000305047,-0.015576689
12.6238,10.456,0.88,9.9262,8.296,0.12,587.095,-0.000259034,-0.015903798
12.6238,10.456,0.89,9.9262,8.296,0.11,587.903,-0.000217024,-0.016235079
12.6238,10.456,0.9,9.9262,8.296,0.1,588.718,-0.000179016,-0.016568503
12.6238,10.456,0.91,9.9262,8.296,0.09,589.542,-0.000145011,-0.016904072
12.6238,10.456,0.92,9.9262,8.296,0.08,590.373,-0.000114006,-0.017243824
12.6238,10.456,0.93,9.9262,8.296,0.07,591.213,-8.7004e-05,-0.017584709
12.6238,10.456,0.94,9.9262,8.296,0.06,592.061,-6.4002e-05,-0.017929782
12.6238,10.456,0.95,9.9262,8.296,0.05,592.917,-4.4001e-05,-0.018277012
12.6238,10.456,0.96,9.9262,8.296,0.04,593.782,-2.8e-05,-0.018626399
12.6238,10.456,0.97,9.9262,8.296,0.03,594.655,-1.6e-05,-0.018978967
12.6238,10.456,0.98,9.9262,8.296,0.02,595.536,-7e-06,-0.019334717
12.6238,10.456,0.99,9.9262,8.296,0.01,596.426,-2e-06,-0.019692633
12.6238,10.456,1.0,9.9262,8.296,0.0,597.323,0.0,-0.020052719
13.7405,11.323,0.0,13.9726,11.536,1.0,623.518,0.006250425,0.0
13.7405,11.323,0.01,13.9726,11.536,0.99,623.446,0.006121227,0.0
13.7405,11.323,0.02,13.9726,11.536,0.98,623.374,0.006001952,0.0
13.7405,11.323,0.03,13.9726,11.536,0.97,623.303,0.005882663,1e-05
13.7405,11.323,0.04,13.9726,11.536,0.96,623.231,0.00576336,1e-05
13.7405,11.323,0.05,13.9726,11.536,0.95,623.161,0.005644042,2e-05
13.7405,11.323,0.06,13.9726,11.536,0.94,623.09,0.005534655,2e-05
13.7405,11.323,0.07,13.9726,11.536,0.93,623.02,0.005415311,3e-05
13.7405,11.323,0.08,13.9726,11.536,0.92,622.95,0.005305899,3.9999e-05
13.7405,11.323,0.09,13.9726,11.536,0.91,622.88,0.005186527,4.9999e-05
13.7405,11.323,0.1,13.9726,11.536,0.9,622.81,0.00507709,5.9998e-05
13.7405,11.323,0.11,13.9726,11.536,0.89,622.741,0.004967641,7.9997e-05
13.7405,11.323,0.12,13.9726,11.536,0.88,622.672,0.00485818,8.9996e-05
13.7405,11.323,0.13,13.9726,11.536,0.87,622.603,0.004748707,0.000109994
13.7405,11.323,0.14,13.9726,11.536,0.86,622.535,0.004639222,0.000119993
13.7405,11.323,0.15,13.9726,11.536,0.85,622.466,0.00453968,0.00013999
13.7405,11.323,0.16,13.9726,11.536,0.84,622.398,0.004430172,0.000159987
13.7405,11.323,0.17,13.9726,11.536,0.83,622.33,0.004330609,0.000179984
13.7405,11.323,0.18,13.9726,11.536,0.82,622.263,0.004231037,0.00019998
13.7405,11.323,0.19,13.9726,11.536,0.81,622.196,0.004121495,0.000219976
13.7405,11.323,0.2,13.9726,11.536,0.8,622.128,0.004021901,0.000249969
13.7405,11.323,0.21,13.9726,11.536,0.79,622.062,0.003922298,0.000269964
13.7405,11.323,0.22,13.9726,11.536,0.78,621.995,0.003832646,0.000299955
13.7405,11.323,0.23,13.9726,11.536,0.77,621.929,0.003733024,0.000329946
13.7405,11.323,0.24,13.9726,11.536,0.76,621.862,0.003633391,0.000359935
13.7405,11.323,0.25,13.9726,11.536,0.75,621.797,0.003543714,0.000389924
13.7405,11.323,0.26,13.9726,11.536,0.74,621.731,0.003454028,0.000419912
13.7405,11.323,0.27,13.9726,11.536,0.73,621.665,0.003364334,0.000449899
13.7405,11.323,0.28,13.9726,11.536,0.72,621.6,0.003274633,0.00048988
13.7405,11.323,0.29,13.9726,11.536,0.71,621.535,0.003184923,0.00052986
13.7405,11.323,0.3,13.9726,11.536,0.7,621.47,0.003095205,0.000559843
13.7405,11.323,0.31,13.9726,11.536,0.69,621.406,0.003005479,0.00059982
13.7405,11.323,0.32,13.9726,11.536,0.68,621.342,0.002915745,0.000639795
13.7405,11.323,0.33,13.9726,11.536,0.67,621.277,0.002835975,0.000679769
13.7405,11.323,0.34,13.9726,11.536,0.66,621.214,0.002756198,0.000719741
13.7405,11.323,0.35,13.9726,11.536,0.65,621.15,0.002666442,0.000769704
13.7405,11.323,0.36,13.9726,11.536,0.64,621.086,0.002586652,0.000809672
13.7405,11.323,0.37,13.9726,11.536,0.63,621.023,0.002506855,0.00085963
13.7405,11.323,0.38,13.9726,11.536,0.62,620.96,0.002437028,0.000899595
13.7405,11.323,0.39,13.9726,11.536,0.61,620.897,0.00235722,0.000949549
13.7405,11.323,0.4,13.9726,11.536,0.6,620.835,0.002277405,0.0009995
13.7405,11.323,0.41,13.9726,11.536,0.59,620.772,0.002207562,0.001049449
13.7405,11.323,0.42,13.9726,11.536,0.58,620.71,0.002127735,0.001109384
13.7405,11.323,0.43,13.9726,11.536,0.57,620.648,0.002057881,0.001159328
13.7405,11.323,0.44,13.9726,11.536,0.56,620.586,0.001988023,0.001209269
13.7405,11.323,0.45,13.9726,11.536,0.55,620.525,0.001918159,0.001269194
13.7405,11.323,0.46,13.9726,11.536,0.54,620.463,0.001848291,0.001329116
13.7405,11.323,0.47,13.9726,11.536,0.53,620.402,0.001778418,0.001389035
13.7405,11.323,0.48,13.9726,11.536,0.52,620.341,0.001718522,0.00144895
13.7405,11.323,0.49,13.9726,11.536,0.51,620.28,0.00164864,0.001508861
13.7405,11.323,0.5,13.9726,11.536,0.5,620.22,0.001588737,0.001568769
13.7405,11.323,0.51,13.9726,11.536,0.49,620.16,0.001528831,0.001638657
13.7405,11.323,0.52,13.9726,11.536,0.48,620.099,0.001468921,0.001698557
13.7405,11.323,0.53,13.9726,11.536,0.47,620.039,0.001409007,0.001768435
13.7405,11.323,0.54,13.9726,11.536,0.46,619.98,0.00134909,0.001838309
13.7405,11.323,0.55,13.9726,11.536,0.45,619.92,0.001289169,0.001908178
13.7405,11.323,0.56,13.9726,11.536,0.44,619.861,0.001229244,0.001978042
13.7405,11.323,0.57,13.9726,11.536,0.43,619.801,0.001179304,0.002047902
13.7405,11.323,0.58,13.9726,11.536,0.42,619.742,0.001119373,0.002117756
13.7405,11.323,0.59,13.9726,11.536,0.41,619.683,0.001069428,0.002197584
13.7405,11.323,0.6,13.9726,11.536,0.4,619.625,0.00101948,0.002267427
13.7405,11.323,0.61,13.9726,11.536,0.39,619.566,0.00096953,0.002347243
13.7405,11.323,0.62,13.9726,11.536,0.38,619.508,0.000919577,0.002427052
13.7405,11.323,0.63,13.9726,11.536,0.37,619.45,0.000869622,0.002506855
13.7405,11.323,0.64,13.9726,11.536,0.36,619.392,0.000829656,0.002586652
13.7405,11.323,0.65,13.9726,11.536,0.35,619.334,0.000779696,0.002666442
13.7405,11.323,0.66,13.9726,11.536,0.34,619.277,0.000739726,0.002746226
13.7405,11.323,0.67,13.9726,11.536,0.33,619.219,0.000699755,0.002835975
13.7405,11.323,0.68,13.9726,11.536,0.32,619.162,0.000649789,0.002925716
13.7405,11.323,0.69,13.9726,11.536,0.31,619.105,0.000609814,0.003005479
13.7405,11.323,0.7,13.9726,11.536,0.3,619.048,0.000579832,0.003095205
13.7405,11.323,0.71,13.9726,11.536,0.29,618.992,0.000539854,0.003184923
13.7405,11.323,0.72,13.9726,11.536,0.28,618.935,0.000499875,0.003274633
13.7405,11.323,0.73,13.9726,11.536,0.27,618.879,0.00046989,0.003374301
13.7405,11.323,0.74,13.9726,11.536,0.26,618.823,0.000429908,0.003463993
13.7405,11.323,0.75,13.9726,11.536,0.25,618.767,0.00039992,0.003563643
13.7405,11.323,0.76,13.9726,11.536,0.24,618.711,0.000369932,0.003653318
13.7405,11.323,0.77,13.9726,11.536,0.23,618.655,0.000339942,0.003752949
13.7405,11.323,0.78,13.9726,11.536,0.22,618.6,0.000309952,0.003852569
13.7405,11.323,0.79,13.9726,11.536,0.21,618.544,0.000279961,0.00395218
13.7405,11.323,0.8,13.9726,11.536,0.2,618.489,0.000259966,0.00406174
13.7405,11.323,0.81,13.9726,11.536,0.19,618.434,0.000229974,0.00416133
13.7405,11.323,0.82,13.9726,11.536,0.18,618.382,0.000209978,0.004270867
13.7405,11.323,0.83,13.9726,11.536,0.17,618.327,0.000189982,0.004370436
13.7405,11.323,0.84,13.9726,11.536,0.16,618.273,0.000159987,0.00447995
13.7405,11.323,0.85,13.9726,11.536,0.15,618.218,0.000149989,0.004589452
13.7405,11.323,0.86,13.9726,11.536,0.14,618.164,0.000129992,0.004698943
13.7405,11.323,0.87,13.9726,11.536,0.13,618.11,0.000109994,0.004808421
13.7405,11.323,0.88,13.9726,11.536,0.12,618.056,8.9996e-05,0.004917887
13.7405,11.323,0.89,13.9726,11.536,0.11,618.003,7.9997e-05,0.005037292
13.7405,11.323,0.9,13.9726,11.536,0.1,617.949,5.9998e-05,0.005156681
13.7405,11.323,0.91,13.9726,11.536,0.09,617.896,4.9999e-05,0.00526611
13.7405,11.323,0.92,13.9726,11.536,0.08,617.843,3.9999e-05,0.005385472
13.7405,11.323,0.93,13.9726,11.536,0.07,617.79,3e-05,0.005504821
13.7405,11.323,0.94,13.9726,11.536,0.06,617.737,2e-05,0.005624155
13.7405,11.323,0.95,13.9726,11.536,0.05,617.684,2e-05,0.005753417
13.7405,11.323,0.96,13.9726,11.536,0.04,617.632,1e-05,0.005872722
13.7405,11.323,0.97,13.9726,11.536,0.03,617.579,1e-05,0.006001952
13.7405,11.323,0.98,13.9726,11.536,0.02,617.527,0.0,0.006121227
13.7405,11.323,0.99,13.9726,11.536,0.01,617.475,0.0,0.006250425
13.7405,11.323,1.0,13.9726,11.536,0.0,617.423,0.0,0.006379607
13.9726,11.536,0.0,13.7405,11.323,1.0,617.423,0.006379607,0.0
13.9726,11.536,0.01,13.7405,11.323,0.99,617.475,0.006250425,0.0
13.9726,11.536,0.02,13.7405,11.323,0.98,617.527,0.006121227,0.0
13.9726,11.536,0.03,13.7405,11.323,0.97,617.579,0.006001952,1e-05
13.9726,11.536,0.04,13.7405,11.323,0.96,617.632,0.005872722,1e-05
13.9726,11.536,0.05,13.7405,11.323,0.95,617.684,0.005753417,2e-05
13.9726,11.536,0.06,13.7405,11.323,0.94,617.737,0.005624155,2e-05
13.9726,11.536,0.07,13.7405,11.323,0.93,617.79,0.005504821,3e-05
13.9726,11.536,0.08,13.7405,11.323,0.92,617.843,0.005385472,3.9999e-05
13.9726,11.536,0.09,13.7405,11.323,0.91,617.896,0.00526611,4.9999e-05
13.9726,11.536,0.1,13.7405,11.323,0.9,617.949,0.005156681,5.9998e-05
13.9726,11.536,0.11,13.7405,11.323,0.89,618.003,0.005037292,7.9997e-05
13.9726,11.536,0.12,13.7405,11.323,0.88,618.056,0.004917887,8.9996e-05
13.9726,11.536,0.13,13.7405,11.323,0.87,618.11,0.004808421,0.000109994
13.9726,11.536,0.14,13.7405,11.323,0.86,618.164,0.004698943,0.000129992
13.9726,11.536,0.15,13.7405,11.323,0.85,618.218,0.004589452,0.000149989
13.9726,11.536,0.16,13.7405,11.323,0.84,618.273,0.00447995,0.000159987
13.9726,11.536,0.17,13.7405,11.323,0.83,618.327,0.004370436,0.000189982
13.9726,11.536,0.18,13.7405,11.323,0.82,618.382,0.004270867,0.000209978
13.9726,11.536,0.19,13.7405,11.323,0.81,618.434,0.00416133,0.000229974
13.9726,11.536,0.2,13.7405,11.323,0.8,618.489,0.00406174,0.000259966
13.9726,11.536,0.21,13.7405,11.323,0.79,618.544,0.00395218,0.000279961
13.9726,11.536,0.22,13.7405,11.323,0.78,618.6,0.003852569,0.000309952
13.9726,11.536,0.23,13.7405,11.323,0.77,618.655,0.003752949,0.000339942
13.9726,11.536,0.24,13.7405,11.323,0.76,618.711,0.003653318,0.000369932
13.9726,11.536,0.25,13.7405,11.323,0.75,618.767,0.003563643,0.00039992
13.9726,11.536,0.26,13.7405,11.323,0.74,618.823,0.003463993,0.000429908
13.9726,11.536,0.27,13.7405,11.323,0.73,618.879,0.003374301,0.00046989
13.9726,11.536,0.28,13.7405,11.323,0.72,618.935,0.003274633,0.000499875
13.9726,11.536,0.29,13.7405,11.323,0.71,618.992,0.003184923,0.000539854
13.9726,11.536,0.3,13.7405,11.323,0.7,619.048,0.003095205,0.000579832
13.9726,11.536,0.31,13.7405,11.323,0.69,619.105,0.003005479,0.000609814
13.9726,11.536,0.32,13.7405,11.323,0.68,619.162,0.002925716,0.000649789
13.9726,11.536,0.33,13.7405,11.323,0.67,619.219,0.002835975,0.000699755
13.9726,11.536,0.34,13.7405,11.323,0.66,619.277,0.002746226,0.000739726
13.9726,11.536,0.35,13.7405,11.323,0.65,619.334,0.002666442,0.000779696
13.9726,11.536,0.36,13.7405,11.323,0.64,619.392,0.002586652,0.000829656
13.9726,11.536,0.37,13.7405,11.323,0.63,619.45,0.002506855,0.000869622
13.9726,11.536,0.38,13.7405,11.323,0.62,619.508,0.002427052,0.000919577
13.9726,11.536,0.39,13.7405,11.323,0.61,619.566,0.002347243,0.00096953
13.9726,11.536,0.4,13.7405,11.323,0.6,619.625,0.002267427,0.00101948
13.9726,11.536,0.41,13.7405,11.323,0.59,619.683,0.002197584,0.001069428
13.9726,11.536,0.42,13.7405,11.323,0.58,619.742,0.002117756,0.001119373
13.9726,11.536,0.43,13.7405,11.323,0.57,619.801,0.002047902,0.001179304
